id,name,type,phase,status,state,towns,counties,address,lat,lon,size_acres,capacity_mw,scale,date,lastUpdated,yearOpened,jobsConstruction,jobsLongTerm,jobsTotal,companies,zoningAllowance,landSold,bringingOwnEnergy,approx,locationTbd,moratoriumExempt,info,createdAt,updatedAt,outcome_detail
259,Prologis Warehouse Data Center,Data Center,preliminary,,Pennsylvania,Allen Township,Northampton County,2500 Libery Drive,40.7015124,-75.4801445,75,,0,2026-03,2026-03-27,,,100,,Prologis; Allen Township Board of Supervisors; Lehigh Valley Planning Commission,TRUE,FALSE,TRUE,False,False,False,"A data center project is planned at 2500 Liberty Drive in Allen Township, Northampton County, Pennsylvania. The site has a 1,011,808 square foot warehouse owned by Prologis, an industrial real estate investment trust. The building was approved for warehouse use in 2016 and completed in 2023, but never occupied as a warehouse. Prologis sought and received unanimous approval from the Allen Township Board of Supervisors on March 24, 2026 to convert it to a data center. The end tenant is undisclosed. Plans are in early phases, but the township meeting cited that the facility will use a closed-loop cooling system, has a privately funded electrical infrastructure including a private substation, and will incorporate solar panels. No capacity figures were disclosed publicly. They further cite that the project is expected to employ between 100 and 120 people.",2026-05-06T07:24:17.835Z,2026-07-02T00:23:46.698Z,
260,Switch Data Center at Former Pitt Race Complex,Data Center,proposed,,Pennsylvania,Big Beaver Borough,Beaver County,201 Penndale Road,40.84777195,-80.34616116,382,,0,2025-8,2026-07-01,,,,,Switch; Provident Data Centers,TRUE,TRUE,FALSE,False,True,False,"Provident Data Centers (through its affiliate Wampum I LLC) purchased the former Pittsburgh International Race Complex (""Pitt Race"") for $50 million to develop data centers. Owners Jim and Kathy Stout announced the sale of the over 400-acre site in October 2025, and the beloved racing facility closed its doors a month later. Switch has since announced plans for a 382-acre data center campus on that same property, with Provident as landowner and Switch as the campus developer and operator. Big Beaver Borough has confirmed Switch's intention to develop the former Pitt Race property at 201 Penndale Road, though the company has apparently not yet submitted a formal application.",2026-05-06T07:24:17.835Z,2026-07-02T00:23:46.698Z,
261,Allenwood Data Center,Data Center,proposed,,Pennsylvania,Gregg Township,Union County,Great Stream Commons,41.11573034,-76.90130208,34.33,300,0,2026-3,2026-6-10,,,,,PNK Group,FALSE,TRUE,FALSE,False,False,False,"PNK Group is proposing a 300 MW 4-building data center campus on land they own and developed at the Great Stream Commons. On site, a 69-kilovolt electric substation is also proposed to be built to support the data centers. Before this proposal can move forward, Gregg Township would need to amend its zoning ordinance to add a permittance to data centers in commercial and manufacturing zones.",2026-05-06T07:24:17.835Z,2026-06-11T05:33:02.282Z,
262,Fort Cherry Development District,Data Center,proposed,,Pennsylvania,Robinson Township,Washington County,Along Route 576,40.3687382,-80.25693285,,,0,Early 2025,2026-3-30,,,,,Imperial Land Corp.; Liberty Energy Inc.; Imperial Land Corp.; Liberty Energy Inc.; Range Resources Corp.,TRUE,TRUE,unknown,False,False,False,"Imperial Land Corp. is developing the Fort Cherry Development District, an 875-acre industrial and office park, with initial phases encompassing 2.3 million square feet of industrial, flex, and office space. The district makes direct use of the Southern Beltway (PA-576), providing quick access to Pittsburgh International Airport, the Shell Cracker Plant in Beaver County, and Interstate 79. As part of the district, a data center project announced in spring 2025 would be powered by a natural gas plant built and operated by Liberty Energy Inc., with fuel supplied by Range Resources Corp. Power would be delivered in 25 MW blocks up to a total capacity of 1 GW, with the overall data center footprint scaled to the number of clients at the site.",2026-05-06T07:24:17.835Z,2026-07-02T00:23:46.698Z,
263,Starpointe Data Center Project,Data Center,proposed,,Pennsylvania,Burgettstown,Washington County,Starpointe Blvd,40.42897263,-80.41166631,800,,1400,2026,2029-3-30,,,,,Next Generation Land; Next Generation Land; Next Generation Land; Energy Transfer; Range Resources Corp.,TRUE,TRUE,unknown,True,True,False,"Next Generation Land is developing an 800+ acre hyperscale data center campus at Starpointe Business Park. The site is fully zoned industrial with data centers permitted by right, with 120+ acres already cleared, graded, and pad-ready, with an active NPDES permit in place. Power would be supplied behind-the-meter by an on-site natural gas plant connected to Energy Transfer's Rover Pipeline, capable of delivering up to 3.5 GW of capacity, with natural gas sourced from Range Resources. The project is currently in the early stages of development. ",2026-05-06T07:24:17.835Z,2026-07-02T00:23:46.698Z,
264,Champion Data Center Project,Land Advertisement,preliminary,,Pennsylvania,Robinson Township,Washington County,Along Route 257,40.41702422,-80.30112451,,300,0,2026,2032-3-30,,,,,Next Generation Land; Next Generation Land; Next Generation Land; Next Generation Land; PJM Interconnection,TRUE,TRUE,FALSE,False,True,False,"Next Generation Land is developing Champion, a 1,000+ acre hyperscale data center campus at a former coal-refuse brownfield site with existing industrial zoning. The campus is supported by six nearby natural gas pipelines, two of which run on-property, with a potential capacity of approximately 5 GW. The site carries a proven 300+ MW PJM interconnection history, an active NPDES permit, multiple fiber routes, and a Keystone Opportunity Zone designation. The project is currently in the early stages of development. ",2026-05-06T07:24:17.835Z,2026-07-02T00:23:46.698Z,
265,South Annville Township Data Center,Data Center,withdrawn,,Pennsylvania,South Annville Township,Lebanon County,"Along Mt. Pleasant Road, adjacent to 911 Rapid Response",40.32188693,-76.52813066,99,,0,2026-4,2026-5-11,,,,,Inch & Co; Eastern Land & Resources Co,FALSE,TRUE,unknown,False,False,False,"Inch & Co. and Eastern Land & Resources Co. are proposing a $1.7 billion data center on 99 acres adjacent to the 911 Rapid Response building in South Annville. The developer has stated that the proposal is still in the early conceptual stage, so exact capacity and water usage details are not yet known, however, five buildings are expected to be constructed, and they would emit between 45-55 decibels. This proposal also sits adjacent to a much larger industrial complex, DHL's Clear Spring Logistics Park, which will house multiple warehouses. The property is zoned I-1 (industrial) and C-1 (commercial), and the township has set out three requirements for the project. Among them, the conversion of 15 industrial acres to agricultural use, both to protect an eagle nest in the southwest corner of the property and to offset 13 acres being rezoned from agricultural to industrial. \n As of May 2026, the developers have withdrawn this proposal following considerable community opposition.",2026-05-10T04:04:39.232Z,2026-05-21T06:12:19.501Z,
266,Newton Township Data Center,Data Center,rejected,,Pennsylvania,Newton Township,Lackawanna County,East Newton Ira Tripp Tract / E Newton IRA Trip Township Road L R,41.45147677,-75.71165521,90,,0,2026-2,2026-4-10,,,,,Popca LLC,FALSE,TRUE,unknown,False,False,False,"Popca LLC is proposing a $280 million, two-building data center campus on roughly 90 acres in across the road from another proposed data center in Ransom Township. Each building would stand 35 feet tall and span 145,200 square feet, with supporting infrastructure including generation yards, a substation, well, septic system, guard building, and stormwater facilities. The township's zoning officer denied the application in February, ruling that data centers are not a permitted use in Newton's rural resource zoning district. Popca LLC has since appealed, with their attorneys arguing the denial misapplies the zoning ordinance and that Pennsylvania law requires municipalities to zone for all possible uses. The appeal hearing is scheduled for April 27 at 7 p.m. at the Newton Township municipal building in Clarks Summit.",2026-05-10T04:04:39.232Z,2026-05-21T06:12:19.501Z,
267,New Castle Data Center,Data Center,preliminary,,Pennsylvania,New Castle,Schuylkill County,By I-81 on the south and West Laurel Street on the north,40.77481697,-76.23620462,,,0,2025,2026-4-15,,,,,KRNL Data Centers,FALSE,FALSE,unknown,False,False,False,"KRNL Data Centers approached New Castle Township officials about rezoning an 89-acre conservation tract near Frackville to allow for data center construction. The property is currently owned by Mount Laurel Enterprises and sits behind Broad Mountain Health & Rehabilitation Center near Frackville's Laurel Street residential area. Though no formal plans have been filed, the proposed complex would reportedly consist of multiple buildings rising above the tree line. The decision on whether to approve the project would rests with New Castle Township supervisors.",2026-05-15T22:20:05.680Z,2026-05-21T06:12:19.501Z,
268,Watts Township Data Center,Data Center,proposed,,Pennsylvania,Watts Township,Perry County,3478 Susquehanna Trail,40.43360096,-77.00724929,,,0,2026-3,2026-5-9,,,,,"MRP Industrial; MRPI Amity Hall, LLC",FALSE,TRUE,unknown,False,False,False,"MRP Industrial submitted an application to the Perry County Planning Commission in late March 2025 for a 10-building, 1.48-million-square-foot data center complex, on a 288-acre parcel of industrially-zoned land between Amity Road and Susquehanna Trail. This announcement arrives as the township was considering a zoning ordinance to add data centers as an accessory use in industrial zones while adding restrictions, like locations, and special requirements for approval. \n The Perry County Commission mentioned the plans describe six buildings at approximately 150,000 square feet each, and four buildings at approximately 140,000 square feet each. Previously, the developer had proposed a warehouse complex on the site, which was staled for several years, until in December 2025, when Watts Township supervisors declined to give the developer an extension to amend their previously rejected application.",2026-05-15T22:20:05.680Z,2026-05-21T06:12:19.501Z,
269,Project Triboro,Data Center,delayed,,Pennsylvania,Olyphant Borough,Lackawanna County,Triboro Industrial Park,41.44415192,-75.56713892,900,,0,2026-4,2026-6-22,,,,,"Triboro Commerce Park, LLC; Sansone Group",FALSE,TRUE,unknown,False,True,False,"Two separate developers are separately proposing to build 16 data centers in total east of the Casey Highway. \n First, in early April, Triboro Commerce Park LLC, a company associated with DeNaples, submitted a plan to develop 7 data centers on just over 400 acres of the roughly 1,000-acre CM-2 zone. In late April, the company also filed a land-use appeal and a petition for an emergency injunction in Lackawanna County Court of Common Pleas asking the court to overturn Olyphant Borough Council's decision declaring its zoning ordinance invalid via a curative amendment, citing the action unlawfully excludes data centers — a further signal of its intent to build. \n Then, on May 4, Olyphant received a zoning application from ERCOR Triboro, a limited liability company under Sansone Group, to change its land use from four warehouses to nine data centers. Their campus spans about 500 acres and is adjacent to DeNaples land.",2026-05-15T22:20:05.680Z,2026-06-23T20:28:15.495Z,
270,Linde Clinton Data Center,Data Center,proposed,,Pennsylvania,Clinton Township,Wayne County,Off Flat Rock Road,41.63476786,-75.44576229,760,,0,2026-04,2026-04-30,,,,,Linde Corporation,FALSE,TRUE,TRUE,False,True,False,"Linde Corporation, a NEPA headquartered infrastructure contractor, is proposing to build a data center on a 743 acre plot the company owns in Clinton Township, directly south east of Forrest City. The company also owns an adjacent 17 acre plot over a portion of wetlands feeding into the Lackawanna River. The application was made on April 30th, the same day that the Board of Supervisors voted to enact a 6 month moratorium. The Planning Commission voted on May 7th to postpone their final decision until June because the original application came within 10 days of the meeting. The May 7th meeting was met with a large community presence, objecting to the application.",2026-05-15T22:20:05.680Z,2026-06-23T20:28:15.495Z,
271,East Brandywine Data Center,Zoning Challenge,preliminary,,Pennsylvania,East Brandywine Township,Chester County,500 E Reeceville Road,40.02715476,-75.78690503,,,0,2026-5,2026-5-14,,,,,500 ER-EBY Trust,FALSE,TRUE,unknown,False,False,False,"500 ER-EBY Trust likely intends to advertise/build a data center on their 25-acre property at 500 East Reeceville Road, which is currently zoned R-2 Residential. Since data centers aren't permitted anywhere in the township, the site owner is challenging the zoning ordinance and proposing an amendment that would formally define ""data center"" and allow one as a permitted use in the R-2 zone.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
272,Renaissance Boulevard Data Center Campus,Data Center,proposed,,Pennsylvania,Upper Merion Township,Montgomery County,"2201, 2301, 2501, 2701, 2901 Renaissance Boulevard",40.08265474,-75.3410236,,,0,2026-3,2026-05-20,,,,,MLP Ventures,unknown,unknown,unknown,False,False,False,MLP Ventures is proposing a 5-building data center campus off Renassiance Road. This developer is connected to redevelopment proposal for the former Cleveland Cliffs steel plant in Plymouth Township.,2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
273,600 River Road Data Center,Data Center,proposed,,Pennsylvania,Upper Merion Township,Montgomery County,600 River Road,40.0939398,-75.32503398,,,0,2026-5,2026-05-20,,,,,Innovation River Run LLC,unknown,unknown,unknown,False,False,False,"Innovation River Run LLC has submitted a preliminary plan for a 450,000-square-foot data center next to the Schyulkill River.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
274,3200 Horizon Drive Data Center,Data Center,proposed,,Pennsylvania,Upper Merion Township,Montgomery County,3200 Horizon Drive,40.08705063,-75.33861848,,,0,2026-5,2026-05-20,,,,,MLP Ventures,unknown,TRUE,unknown,False,False,False,"A developer has submitted a preliminary plan for a 370,000-square-foot data center at 3200 Horizon Drive, adjacent to an existing small data center at 3400 Horizon Drive.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
275,Smithfield Data Center,Data Center,preliminary,,Rhode Island,Smithfield,Providence County,900 Salem Street,41.935469,-71.52036919,,,800,2026-4,2026-4-25,,,,,ReNew Developers LLC; Hanton City Investments; Revity Energy,unknown,TRUE,unknown,True,True,False,"Hanton City Investments, an entity created by two local families, has described a preliminary plan for a data center as part of a broader business park near the forested Hanton City area adjacent to Fidelity Investments' 380-acre campus. A data center is described as one possible tenant the group is considering to financially catalyze the business park, with a Warwick solar developer serving as spokesperson for the investment group. Uniquely, the site sits atop what a 2010 historic inventory described as a late 17th-century farming village, called ""Hanton City"", which has been  reduced to overgrown ruins and scattered stone walls on a large undeveloped tract of land. No formal application has been submitted to the town, and the Smithfield Planning Board voted in March 2026 to send a proposed data center zoning amendment to the Town Council, which will be brought up during an upcoming May 5th meeting.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
276,Colossus,Data Center,operational,,Tennessee,Memphis,Shelby County,"3231 Paul R. Lowry Road, Frank C. Pidgeon Industrial Park",35.06015556,-90.15650152,150,150,0,2024,2026-03-28,2024-7,,,,CTC Property LLC; Phoenix Investors; xAI; Memphis Light Gas and Water (MLGW); Tennessee Valley Authority (TVA),TRUE,TRUE,TRUE,False,False,False,"The xAI Colossus supercomputer is located at 3231 Paul R. Lowry Road in South Memphis, Tennessee, in a 785,000 square foot former Electrolux manufacturing facility situated on over 217 acres. An affiliate of Phoenix Investors acquired the building in December 2023. By March 2024 the property was leased to xAI. They took over the factory with the goal of building the world's largest supercomputer, named Colossus, to fuel artificial intelligence, with more than a dozen generators steadily burning methane gas visible at the site as early as September 2024. In November 2024, TVA approved xAI's request for over 100 MW of grid power supplied through MLGW, upgrading from an initial grid connection of only 8 MW (local news asserts Musk has said the site needs 150 MW). xAI submitted a contract to purchase 13 acres of City of Memphis-owned land at 2685 Plant Road, located on the south side of the T.E. Maxson Wastewater Treatment Facility, through its affiliate CTC Property LLC, for $820,000. The proposed Colossus Water Recycling Plant will process municipal wastewater from the T.E. Maxson Wastewater Treatment Plant with a planned capacity of 10.4 million gallons per day. TVA and Nucor Steel have signed Letters of Intent to purchase water from the facility alongside xAI, with peak demand by all three facilities estimated at 12.5 million gallons per day.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
277,Colossus 2,Data Center,construction,,Tennessee,Memphis,Shelby County,5420 Tulane Road,34.99870981,-90.03812933,180,422,0,2025,2026-03-28,2026-1,,,,xAI,TRUE,TRUE,TRUE,False,False,False,"This project shares its history with Colossus, and is an expansion of the initial site, located at 5420 Tulane Road. The facility, previously a 1,000,000 square foot warehouse owned by Coliers and built in late 2023. MZX TECH LLC, an affiliate of xAI, purchased the site in February 2025 for about $80 million. Based on satellite imagery and analysis of the cooling equipment, SemiAnalysis estimated Colossus 2 is progressing toward 400 MW of critical IT capacity, with a hybrid cooling system of approximately 130 dry coolers and 135 adiabatic cooling units, producing an estimated annual water footprint of approximately 346 million gallons per year (roughly 0.9 million gallons per day). By April 2025, aerial imagery showed 35 gas turbines operating at a combined 422 MW without permits, which the Southern Environmental Law Center stated makes the facility likely the largest industrial emitter of NOx in Memphis, setting a good estimate for its capacity.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
278,ExoticRidge Bitcoin Mine,Data Center,delayed,,Tennessee,Bulls Gap,Hawkins County,1496 Highway 66,36.29580681,-83.03926889,,8,800,2025,2026-4-14,,,,,ExoticRidge,FALSE,unknown,FALSE,True,True,False,"ExoticRidge is proposing a cryptomining facility adjacent to a gas fractionation plant in Bulls Gap. Beacon Center is currently representing ExoticRidge in a federal lawsuit that seeks to repeal a Hawkins County ban on data centers and cryptocurrency mines from late 2025. Because of this, the proposal is marked as ""delayed.""",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
279,CleanSpark Mountain City Bitcoin Mine,Data Center,withdrawn,,Tennessee,Mountain City,Johnson County,178 Rainbow Road,36.44568006,-81.80073638,50,30,100,2025,2026-4-26,,,,,CleanSpark,FALSE,unknown,FALSE,True,True,False,"Mountain City Board passed the proposed data center's rezoning ordinance on their first reading. The puiblic responded negatively to this decision, prompting Mountain City to later deny the ordinance, which was necessary for CleanSpark to begin constructing the proposed 30 MW facility.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
280,Gallatin Data Center Expansion,Data Center,expansion,,Tennessee,Gallatin,Sumner County,One Meta Loop,36.40865292,-86.37040153,900,300,0,2020,,,,,,Plateau Excavation LLC.; DPR Construction; Meta,TRUE,TRUE,TRUE,False,False,False,"In 2020, Meta began constructing their Gallatin data center campus, which consists of 12 data center buildings (called ""data halls"") and two administrative buildings. It has been online since 2024.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
281,Neural Nexus Data Center,Data Center,proposed,,Tennessee,Memphis,Shelby County,"Former ""The Walk"" site",35.14095312,-90.04757753,40,70,0,2025-12,,,,,,Legacy Power Capital,TRUE,TRUE,unknown,False,True,False,"In December 2025, Legacy Power Capital announced ""Neural Nexus,"" a a massive $9.4 billion 1,742,400-square-foot mixed-use tech district to-be located in downtown Memphis. Situated on two city blocks near FedExForum, it features a 125,000-square-foot cloud computing center for AI, along with residential units, a hotel, and retail space.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
282,RadiusDC Nashville I / Trinity Hills Colocation Data Center,Data Center,construction,,Tennessee,Nashville,Davidson County,2902 and 2906 Brick Church Pike Road,36.22227227,-86.78351657,12,12,0,2025-9,2026-3-20,,,,,RadiusDC,TRUE,TRUE,unknown,False,True,False,"RadiusDC began constructing a data center in the Trinity Hills area in 2025, and is expected to open in 2026. This facility is small and only has a capacity of 12 MW. Marketed as the largest colocation facility in Nashville.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
283,5C Memphis Data Center,Data Center,construction,,Tennessee,Memphis,Shelby County,Former Fred's Headquarters,35.03183751,-89.93263096,,60,0,2025-11,,,,,,5C Group,TRUE,TRUE,unknown,False,False,False,"5C began constructing a data center campus in 2024 at the former Fred's headquarters. This represents a $152.1 million investment and has led the developer to seek a ""15-year payment-in-lieu-of-taxes (pilot) with the Economic Development Growth Engine for Memphis and Shelby County (EDGE). The project is expected to be complete in 2027. IT load will be scaled across phases, starting at 15 MW, then 20 MW (2025), and finally 60 MW (2027).",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
284,Lawrenceburg / Ethridge Data Center,"Rezone Approved, Data Center Developer Affiliated",preliminary,,Tennessee,Ethridge,Lawrence County,Flatwoods Road 67,35.29402267,-87.32017668,6.5,,0,2025-11,2026-4-27,,,,,"Cadence, LLC",TRUE,TRUE,unknown,False,True,False,"The City of Lawrenceburg posted a public notice in late December 2025 of a proposed rezoning for a plot of land off for a 60,000-square-foot data center on 6.5 acres of a ~42-acre parcel off Flatwoods Road. The associated applicant is listed as Cadence, LLC, and is a registered agent for the property owners. The land was successfully rezoned on January 8th from large lot residential to light industrial. Not much information has come out about the data center itself, and since no proposal has been submitted yet, this entry is considered preliminary activity.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
285,Ridgeline Facility,Data Center,proposed,,West Virginia,,Tucker County,Adjacent to the Tucker County Landfill,39.15911839,-79.47121517,,,1200,2025-08,2026-2-4,,,,,Fundamental Data,TRUE,TRUE,TRUE,True,True,False,,2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
286,"Adams Fork Harless Data Center Energy Campus, Holden",Data Center,proposed,,West Virginia,Holden,Logan County,"Harless Industrial Park, off 22 Mine Road",37.75306909,-82.11292654,64.27915519,2500,1500,2024,2026-2-4,,,,,TransGas Development Systems,TRUE,TRUE,TRUE,True,True,False,"TransGas Development Systems, LLC is proposing a 2.4 GW, 2.8-million-square-foot data center campus in the Harless Industrial Park near Holden as part of the broader Adams Fork Energy Project. The facility is designed as an off-grid data center powered by approximately 2.4 GW of onsite, dispatchable generation, scalable to 9.6 GW. Power would be supplied by a dedicated microgrid natural-gas plant consisting of methane-fired engines with diesel backup fuel stored onsite. The campus is planned to use modular high-reliability infrastructure, dual-fuel capability, and geothermal-assisted cooling supported by a large underlying freshwater reserve. First power is projected within approximately 24 months.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
287,"Adams Fork Data Center Energy Campus, Wharncliffe",Data Center,proposed,,West Virginia,Wharncliffe,Mingo County,Near Twisted Gun Golf Course,37.5970543,-81.95842838,,,2000,2025,2026-2-4,,,,,TransGas Development Systems,FALSE,FALSE,TRUE,True,True,False,"TransGas Development Systems, LLC is proposing a second off-grid data center campus near the Twisted Gun Golf Course in Wharncliffe as part of the Adams Fork Energy Project. This site would be powered by a dedicated onsite microgrid natural-gas generation plant composed of approximately 117 methane-fueled engines, with most units operating continuously and diesel backup available from onsite storage tanks if gas supply is interrupted.",2026-05-21T06:12:19.501Z,2026-07-02T00:23:46.698Z,
288,Monarch Compute Campus and Mountaineer Gigasystem,Data Center,proposed,,West Virginia,York,Mason County,"Along W.Va 62, the Ohio River, and CSX Railroad tracks. Around Airport Rd and Hwy 6.",38.91458813,-82.11477824,2250,2000,2000,2025,2026-2-4,2028,,,,Caterpillar; American Intelligence & Power Corporation,FALSE,FALSE,TRUE,False,True,False,"Fidelis New Energy is proposing a 2 GW, 2.25-million-square-foot data center campus along the Ohio River, north of Point Pleasant.",2026-05-15T22:20:05.680Z,2026-07-02T00:23:46.698Z,
289,QTS Kearneysville Data Center Complex,Data Center,proposed,,West Virginia,,Jefferson County; Berkeley County,Between W.Va Route 115 and CSX Railroad,39.40601474,-77.89272666,300,,0,2025,2026-2-4,,,,,QTS Data Centers,TRUE,TRUE,TRUE,False,False,False,"QTS has proposed a new data center campus on a 300-acre site spanning Jefferson and Berkeley Counties, consisting of two Berkeley County parcels for two data center buildings and related infrastructure plus access from Route 115, and a 191-acre industrial-zoned parcel in Jefferson County. Berkeley County has approved the concept plan covering the two buildings, utility structures, and stormwater facilities, while Jefferson County has not yet received development plans. The property was acquired in July 2024, has access to major power and gas infrastructure, will initially use Berkeley County water and sewer service, and remains in the early planning stage according to QTS.",2026-05-21T06:12:19.501Z,2026-07-02T00:23:46.698Z,
290,Penzance Intelligence Center,Data Center,proposed,,West Virginia,Bedington,Berkeley County,Dupont Sr Road,39.53777133,-77.88682289,548,600,5000,2026-02,2026-2-27,,,,,Penzance Management,TRUE,TRUE,unknown,True,True,False,"Penzance Management is proposing a data center on 548 acres of land around the Falling Waters and Bedington areas in Berkeley known as the Bedington Campus. The $4 billion privately funded project would total about 1.9 million square feet at completion, and would deliver at least 600 MW of critical IT capacity as the state’s first designated “High Impact Intelligence Center.” The development is expected to generate roughly 1,000 temporary construction jobs and at least 125 permanent full-time positions, with no direct state funding involved. The campus will likely be grid-connected, with Penzance preparing the site and probably partnering with hyperscale tenants that will ultimately operate within the facility.",2026-05-21T06:12:19.501Z,2026-07-02T00:23:46.698Z,
291,Google Buffalo Data Center,Data Center,preliminary,,West Virginia,Buffalo,Putnam County,Along US Route 62,38.64062703,-81.95363899,1700,,0,2026-3,2026-03-27,,,,,Google,FALSE,TRUE,unknown,False,False,False,"The West Virginia Governor announced on March 27th that Google purchased 1700 acres of land directly north of Buffalo, WV. The plot was previously owned mostly by Franklin Real Estate and was an inactive farm at the time of purchase. ",2026-05-21T06:12:19.501Z,2026-07-02T00:23:46.698Z,
292,Appalachian Mega Site / Hog Lick Data Center,Data Center,preliminary,,West Virginia,Fairmont,Marion County,340 Hoglick Hollow Run,39.41956843,-80.21658076,300,200,0,2025,2026-05-01,,,,,Hog Lick Aggregates,unknown,TRUE,unknown,False,False,False,"Hog Lick Aggregates is planning a large-scale data center campus in Fairmont, West Virginia, on 300 immediately available acres with 1,500+ additional acres for expansion. The site has a path to 1 GW+ power capacity, starting with 150MW in Phase I via limited 138kV upgrades, supported by proposed natural gas pipelines and potential behind-the-meter generation. Phase II scales to 500MW, and Phase III to 1GW through grid and/or on-site power, with 500kV transmission capable of delivering 1GW without upgrades.",2026-05-21T06:12:19.501Z,2026-07-02T00:23:46.698Z,
293,Quakertown Data Center Park,Site Advertisement,preliminary,,Pennsylvania,Richland Township,Bucks County,Route 309 and Rich Hill Road,40.41121767,-75.34561374,175,1000,0,2026-5,2026-05-23,,,,,Arrow Real Estate Services,FALSE,TRUE,unknown,False,True,False,"Arrow Real Estate Services is advertising a site for data center development off Rt 309 and Rich Hill Road in Richland Township. According to the advertisement highlights, the site is 155-175 acres, has an available site plan featuring 5+ buildings totaling over 2 million square feet, has ""1 GW phased in,"" and that permits for a gas co-generation plant are in process.",2026-05-21T06:12:19.501Z,2026-07-02T00:23:46.698Z,
294,Cumru Titus Data Center,Site Interest and Advertisement,preliminary,,Pennsylvania,Cumru Township,Berks County,Likely Poplar Neck Road,40.30604668,-75.91162467,,200,800,2026-5,2026-05-23,,,,,Titus Development Co.; Go Energy Group,TRUE,unknown,TRUE,True,True,False,"Titus Development Co. and Go Energy Group has expressed interest in developing a 200 MW AI data center campus at the NRG Titus Generating Station, a former coal-fired power plant that was decommissioned in 2014. No development plan has been submitted yet, according to township officials. On the official ""Titus Data Center"" website, an AI generated mockup displays four data center buildings, an electrical and control building, and a battery energy storage system (BESS).",2026-05-24T04:55:13.192Z,2026-07-02T00:23:46.698Z,
295,Nottingham Data Center,Data Center,withdrawn,,New Hampshire,Nottingham Township,Rockingham County,145 Old Turnpike Road,43.17994869,-71.1001181,40,,800,2026-5,2026-6-3,,,,,Nottingham Business Park LLC,unknown,unknown,unknown,True,True,False,"A developer has expressed interest in developing a data center on a 100-plus acre property somewhere on Old Turnpike Road. This would use a closed-loop cooling system. According to the developer, the data center would exist on only approximately 40 acres of the full 100-acre+ site. As of early June, this application/proposal was withdrawn due to community opposition, however the developer stated that they may resubmit a proposal in the future.",2026-05-24T04:55:13.192Z,2026-07-02T00:23:46.698Z,
296,Andover Data Center,Data Center,proposed,,New Jersey,Andover Township,Sussex County,293 US Route 206,41.03259839,-74.76603349,,,0,2026-5,2026-5-23,,,,,"Dykstra Associates, PC; Abbey Beta, LLC",TRUE,TRUE,TRUE,False,False,False,"Andover Township has passed an ordinance permitting Abbey Beta, LLC, affiliated with the engineering firm Dykstra Associates, to construct a data center in the town's Redevelopment Zone. This zone was established in 2022 and is located off US Route 206. In 2024, an overlay dubbed the Abbey Redevelopment Overlay was passed by the town council encompassing 367 acres, all of which is owned by St. Paul's Abbey. The data center will occupy roughly 9 acres (lot 22.02 in official documents) within this overlay, although Dykstra Associates has been permitted by the Town Council to build on its entirety. The other land is currently planned for new housing, being developed by Abbey Omega, LLC, also affiliated with Dykstra Associates. Recent community backlash has put forth an ordinance to ban data centers within the town as a reaction to the development. Voting is held on May 28th 2026.",2026-06-02T15:21:02.006Z,2026-07-02T00:23:46.698Z,
297,Jailhouse Studios,Data Center,approved,,Tennessee,Chattanooga,Hamilton County,"Former Hamilton County Jail, 601 Walnut Street",35.04954023,-85.30803088,,,0,2026-3,2026-5-23,,,,,Urban Story Ventures,unknown,unknown,unknown,False,False,False,"Urban Story Ventures, a local Chattanoogan company, is redeveloping the former Hamilton County Jail, which is approximately 2 acres, on Walnut Street into ""the world's first quantum-ready sovereign data, processing, and AI center and creator campus."" \n In mid-March, Hamilton County Commissioners voted to approve the plan. Residents expressed concern at the data center aspect, and a resolution was created and approved stating that data storage shall not exceed 12,000 square feet of the overall project area.",2026-06-02T15:21:02.006Z,2026-07-02T00:23:46.698Z,
