canonical_id,canonical_name,states,n_variants,n_incidents,variants,flags,n_flags,detail,client_safe
G0737,Labadie Environmental Organization,MO,1,1,Labadie Environmental Organization,,0,,1
G0738,No AI Data Centers in Franklin County (Facebook group),MO,1,1,No AI Data Centers in Franklin County (Facebook group),,0,,1
G0739,Meade County residents,KY,1,1,Meade County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0740,No Data Center in Monterey Park,CA,1,1,No Data Center in Monterey Park,,0,,1
G0741,Ardmore Neighborhood Residents,OK,1,1,Ardmore Neighborhood Residents,degenerate_rate,1,n_incidents=1 below floor 5,0
G0742,Noble Foundation,OK,1,1,Noble Foundation,degenerate_rate,1,n_incidents=1 below floor 5,0
G0743,AARP Colorado,CO,1,1,AARP Colorado,,0,,1
G0744,Stop Grant County Data Center,AR,1,1,Stop Grant County Data Center,,0,,1
G0745,Save Matthews - NO AI Data Center,NC,1,1,Save Matthews - NO AI Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0746,Stop Data Center Project Anthem Fair Oaks,OK,1,1,Stop Data Center Project Anthem Fair Oaks,degenerate_rate,1,n_incidents=1 below floor 5,0
G0747,Muskogee County RWD #6 NO WATER FOR DATA CENTERS,OK,1,1,Muskogee County RWD #6 NO WATER FOR DATA CENTERS,,0,,1
G0748,Concerned Citizens of Young County,TX,1,1,Concerned Citizens of Young County,,0,,1
G0749,Citizens United for Responsible Growth in Leon County,TX,1,1,Citizens United for Responsible Growth in Leon County,,0,,1
G0750,Appomattox Data Center Watch,VA,1,1,Appomattox Data Center Watch,,0,,1
G0751,Southwest Virginia Data Center Transparency Alliance,VA,1,1,Southwest Virginia Data Center Transparency Alliance,degenerate_rate,1,n_incidents=1 below floor 5,0
G0752,Botetourt Data Center Concern Group,VA,1,1,Botetourt Data Center Concern Group,degenerate_rate,1,n_incidents=1 below floor 5,0
G0753,No Data Centers - Strasburg VA,VA,1,1,No Data Centers - Strasburg VA,,0,,1
G0754,Monroe County Against Data Centers,WV,1,1,Monroe County Against Data Centers,,0,,1
G0755,No Data Center In Sheboygan,WI,1,1,No Data Center In Sheboygan,,0,,1
G0756,Raton Data Center Hub MOU Discussion,NM,1,1,Raton Data Center Hub MOU Discussion,,0,,1
G0757,No Data Centers Davenport,IA,1,1,No Data Centers Davenport,,0,,1
G0758,Concerned Citizens of Watts Township,PA,1,1,Concerned Citizens of Watts Township,,0,,1
G0759,Stop FW Data Center Campus,IN,1,1,Stop FW Data Center Campus,degenerate_rate,1,n_incidents=1 below floor 5,0
G0760,Clinton County Indiana-NO DATA CENTERS,IN,1,1,Clinton County Indiana-NO DATA CENTERS,,0,,1
G0761,Coalition to Protect Decatur County Against AI Data Center,IN,1,1,Coalition to Protect Decatur County Against AI Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0762,Bristol United: No Data Center,IN,1,1,Bristol United: No Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0763,Say No to Data Centers in LaPorte County,IN,1,1,Say No to Data Centers in LaPorte County,degenerate_rate,1,n_incidents=1 below floor 5,0
G0764,Shelby County citizens against data centers,IN,1,1,Shelby County citizens against data centers,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0765,Warrick County Data Center Discussion,IN,1,1,Warrick County Data Center Discussion,,0,,1
G0766,Flip the Switch Berrien County MI,MI,1,1,Flip the Switch Berrien County MI,,0,,1
G0767,Stop the CCP Ford Marshall Megasite,MI,1,1,Stop the CCP Ford Marshall Megasite,,0,,1
G0768,Dowagiac AI DATA CENTER,MI,1,1,Dowagiac AI DATA CENTER,,0,,1
G0769,Kalkaska Citizens Against the Proposed Data Center,MI,1,1,Kalkaska Citizens Against the Proposed Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0770,Piqua Citizens Against the Data Centers,OH,1,1,Piqua Citizens Against the Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0771,Woodville & Gibsonburg Data Center,OH,1,1,Woodville & Gibsonburg Data Center,,0,,1
G0772,No Waterford Data Center (Ohio),OH,1,1,No Waterford Data Center (Ohio),,0,,1
G0773,Crawford County Community in Action,GA,1,1,Crawford County Community in Action,degenerate_rate,1,n_incidents=1 below floor 5,0
G0774,Stop Floyd County Hwy 53 Data Center,GA,1,1,Stop Floyd County Hwy 53 Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0775,We say NO! to Atlas Development,GA,1,1,We say NO! to Atlas Development,degenerate_rate,1,n_incidents=1 below floor 5,0
G0776,No Data Center Paulding County Georgia,GA,1,1,No Data Center Paulding County Georgia,,0,,1
G0777,Forest Grove neighbors (ad hoc),OR,1,1,Forest Grove neighbors (ad hoc),placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0778,Upper New River Keeper Foundation,NC,1,1,Upper New River Keeper Foundation,degenerate_rate,1,n_incidents=1 below floor 5,0
G0779,Washington County Planning Commission,TN,1,1,Washington County Planning Commission,degenerate_rate,1,n_incidents=1 below floor 5,0
G0780,"Columbia County residents (Gregory P. Guido Jr., petitioner)",GA,1,1,"Columbia County residents (Gregory P. Guido Jr., petitioner)",placeholder,1,"descriptive label, not a named organization",0
G0781,Nature Forward,MD,1,1,Nature Forward,,0,,1
G0782,Gunpowder Riverkeeper,MD,1,1,Gunpowder Riverkeeper,,0,,1
G0783,Pennsylvania Environmental Council,PA,1,1,Pennsylvania Environmental Council,,0,,1
G0784,Boulder City Climate Action Group,NV,1,1,Boulder City Climate Action Group,,0,,1
G0785,Watauga Riverkeeper,NC,1,1,Watauga Riverkeeper,,0,,1
G0786,Upper New River Riverkeeper,NC,1,1,Upper New River Riverkeeper,,0,,1
G0787,Apple Valley Eco Advocates,MN,1,1,Apple Valley Eco Advocates,,0,,1
G0788,Stop the AI Data Center in Independence (Facebook group),MO,1,1,Stop the AI Data Center in Independence (Facebook group),degenerate_rate,1,n_incidents=1 below floor 5,0
G0789,Stop AI Data Center on Long Ferry Rd. (community group),NC,1,1,Stop AI Data Center on Long Ferry Rd. (community group),,0,,1
G0790,Protect Round Rock,TX,1,1,Protect Round Rock,degenerate_rate,1,n_incidents=1 below floor 5,0
G0791,Round Rock residents,TX,1,1,Round Rock residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0792,WV Rivers,WV,1,1,WV Rivers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0793,League of Women Voters of West Virginia,WV,1,1,League of Women Voters of West Virginia,degenerate_rate,1,n_incidents=1 below floor 5,0
G0794,West Virginians Against Transmission Injustice (WATI),WV,1,1,West Virginians Against Transmission Injustice (WATI),,0,,1
G0795,Jupiter Watch,NM,1,1,Jupiter Watch,,0,,1
G0796,New Mexico Water Advocates,NM,1,1,New Mexico Water Advocates,,0,,1
G0797,Ohio Residents for Responsible Development,OH,1,1,Ohio Residents for Responsible Development,,0,,1
G0798,Citizens Utility Board,DC,1,1,Citizens Utility Board,,0,,1
G0799,Detroit DSA,MI,1,1,Detroit DSA,,0,,1
G0800,Stop the Hutto Data Center,TX,1,1,Stop the Hutto Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0801,Integrity Matters,CO,1,1,Integrity Matters,degenerate_rate,1,n_incidents=1 below floor 5,0
G0802,Virginia Sierra Club,VA,1,1,Virginia Sierra Club,degenerate_rate,1,n_incidents=1 below floor 5,0
G0803,South Texas Environmental Justice Network,TX,1,1,South Texas Environmental Justice Network,,0,,1
G0804,Elbert County residents,CO,1,1,Elbert County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0805,Elbert County Board of Commissioners,CO,1,1,Elbert County Board of Commissioners,degenerate_rate,1,n_incidents=1 below floor 5,0
G0806,Louisiana Energy Users Group,LA,1,1,Louisiana Energy Users Group,degenerate_rate,1,n_incidents=1 below floor 5,0
G0807,"Our Land, Our Home, Our Harford",MD,1,1,"Our Land, Our Home, Our Harford",,0,,1
G0808,Holly Ridge residents,LA,1,1,Holly Ridge residents,placeholder,1,"descriptive label, not a named organization",0
G0809,IEEFA,LA,1,1,IEEFA,,0,,1
G0810,Sierra Club Tennessee Chapter / Chickasaw Group,TN,1,1,Sierra Club Tennessee Chapter / Chickasaw Group,,0,,1
G0811,"Memphis City Council members (Cooper-Sutton, Walker, Ford Sr.)",TN,1,1,"Memphis City Council members (Cooper-Sutton, Walker, Ford Sr.)",degenerate_rate,1,n_incidents=1 below floor 5,0
G0812,Troposphere Legal,MI,1,1,Troposphere Legal,degenerate_rate,1,n_incidents=1 below floor 5,0
G0813,Michigan AG Dana Nessel,MI,1,1,Michigan AG Dana Nessel,degenerate_rate,1,n_incidents=1 below floor 5,0
G0814,Save Port Washington,WI,1,1,Save Port Washington,,0,,1
G0815,Citizens Utility Board of Wisconsin,WI,1,1,Citizens Utility Board of Wisconsin,,0,,1
G0816,Milwaukee Riverkeeper,WI,1,1,Milwaukee Riverkeeper,,0,,1
G0817,Mahoney family,WI,1,1,Mahoney family,degenerate_rate,1,n_incidents=1 below floor 5,0
G0818,Jensen family,WI,1,1,Jensen family,degenerate_rate,1,n_incidents=1 below floor 5,0
G0819,Wisconsin Conservation Voters,WI,1,1,Wisconsin Conservation Voters,degenerate_rate,1,n_incidents=1 below floor 5,0
G0820,Reserve Wythe,VA,1,1,Reserve Wythe,,0,,1
G0821,Charlotte's Party for Socialism and Liberation,NC,1,1,Charlotte's Party for Socialism and Liberation,,0,,1
G0822,Yale Environmental Justice Law and Advocacy Clinic,MA,1,1,Yale Environmental Justice Law and Advocacy Clinic,,0,,1
G0823,Alliance for a Better Utah,UT,1,1,Alliance for a Better Utah,,0,,1
G0824,Backcountry Hunters and Anglers (Alaska chapter),AK,1,1,Backcountry Hunters and Anglers (Alaska chapter),,0,,1
G0825,Cayuga Lake Environmental Action Now,NY,1,1,Cayuga Lake Environmental Action Now,,0,,1
G0826,Emporia Neighbors United,KS,1,1,Emporia Neighbors United,,0,,1
G0827,Alabama Citizens Against Data Centers,AL,1,1,Alabama Citizens Against Data Centers,,0,,1
G0828,Sowega Aquifer Alliance,GA,1,1,Sowega Aquifer Alliance,,0,,1
