rank_score,row_key,verification_status,outlet,headline,suggested_mechanism,suggested_county,suggested_state,location_confidence,existing_coverage,resolved_url,resolved_domain,resolve_status,promote_ready,redirect_url
0.0,ad36a16536,headline_only,Crain's Chicago Business,Lake County hits pause on data center development: report,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMijwFBVV95cUxNNTBiYmdsR2NHeE5WcThwYTJzYnNlNm0yX2E0X2Z1MnA2Z1FKTlgycUZCZlJYTkswVXVSRkQyNjZmNmhWZTJTb2gyQy1JekcwRkFKTWFieVRBd0dkQnAwZWhYMzlRSVRfRzVUZHNQZ0ppZW9GbzZ0Qkc3bHJYV1pzZE9Db2NDN2QtRERpRDVOUQ?oc=5
0.0,395baa052b,incomplete,Day Digest,Mid,,,,none,none_found,,,not_attempted,no,https://patriotpost.us/digests/129934-mid-day-digest-2026-08-13
0.0,7bdbaacc16,incomplete,Door in Northern Michigan,Clean Water Action Going Door - to,,,,none,none_found,,,not_attempted,no,https://www.stignacenews.com/articles/clean-water-action-going-door-to-door-in-northern-michigan/
0.0,6c3a129139,headline_only,E&E News by POLITICO,Democratic governors chafe as calls grow louder to reject data centers,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMipgFBVV95cUxPR3NzVk1BTllrZDlBX05MS0sxQVRCVkt5eWc0YkU2Umg2U3ZNcXlZTmJQajVuekNidWpmTjd3dFVEV20wLUd2NTJEcHItMkNQdjl1QWhnZ0YtbU1wYnk1aTgwb0NfbWdxWkZGanZ3RGtaVEluOGIxUTdZSU81YWdhN3d0SkttQmlCc0JVR2ZqQ1dOLXoyVFhuYnFhRXZOX2dqN3BsZmt3?oc=5
0.0,c3949f55ad,headline_only,East Cobb News,Citizens urge Marietta City Council to scuttle data center,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMijAFBVV95cUxQMnFTX0wyS2xyY01FRlNSd2tzdllzLXRPblkyZGJPRHdFTzJwZEV4andTNlgyc2VPUWtkVlEzb3NKVms4WnlwbzJuN1JFZjYxRlE1MXdORnV5cmhtY2ZFblpYMjZSZll2NnUzTXpYd19jMDl5WnFVYjdfd0JjSGJYN0M2WFVTV0I3OVEyQg?oc=5
0.0,957ffe1d9c,incomplete,Effingham Herald,OpenAI Data Center Deal Could Cut School Tax Rate,,,,none,none_found,,,not_attempted,no,https://www.effinghamherald.net/local/openai-data-center-deal-could-cut-school-tax-rate/
0.0,957ffe1d9c,incomplete,Effingham Herald,OpenAI Data Center Deal Could Cut School Tax Rate,,,,none,none_found,,,not_attempted,no,https://www.effinghamherald.net/local/openai-data-center-deal-could-cut-school-tax-rate/
0.0,957ffe1d9c,incomplete,Effingham Herald,OpenAI Data Center Deal Could Cut School Tax Rate,,,,none,none_found,,,not_attempted,no,https://www.effinghamherald.net/local/openai-data-center-deal-could-cut-school-tax-rate/
0.0,957ffe1d9c,incomplete,Effingham Herald,OpenAI Data Center Deal Could Cut School Tax Rate,,,,none,none_found,,,not_attempted,no,https://www.effinghamherald.net/local/openai-data-center-deal-could-cut-school-tax-rate/
0.0,b2aaf07e16,incomplete,Era Idea Whose Time Has Come,Trump Cyber Privateers : A Founding,,,,none,none_found,,,not_attempted,no,https://townhall.com/columnists/jay-rogers/2026/08/16/trumps-cyber-privateers-a-founding-era-idea-whose-time-has-come-n2681315
0.0,80ca865159,headline_only,Fast Company,The data center backlash is spreading across the country,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMimAFBVV95cUxPZ21SUnEtR0FsVjRienJFMFJORnhTWV8tZXl1ZkNnZmhXVEdYNGZPaDVkdk9yaGxjVWh5U0lHYzExUG5wLVpHQXNTNnVYQnlrWEpsV3p3cjh3c0xsUDJaSjgtbFpEM0J4RzI2Q1A2cXVTVXIzNTRCd002S0FPSjRQaW1GdzFsWkp4YnM1dGl2bE9MQnZOOUZlcQ?oc=5
0.0,0b3dfe6f13,headline_only,Florida Politics,"David Jolly calls for a halt to data centers, betting Byron Donalds is vulnerable",,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMikwFBVV95cUxOY1ZZX1B3dlJrQ0RobEo4MW1ydVE5YVpSRzU4c1hCVERBSkhBQkN0QnMzeWZpNzRqYjJYLXNNLW5qbFlkMGxaUjhfaFkzc1g3d3JqSkE4aWpFYUlySVJhcGZuNkF4VzZOZ0NicjdiU2FxM1lkRE9TZkc3NmRwQVRrZ0F3ZGYtUFVjblMtUHNzMHZNUVk?oc=5
0.0,4296c7bee6,incomplete,Floyd County Development Authority meets on Tuesday,Rome,,,,none,none_found,,,not_attempted,no,https://www.wrganews.com/2026/08/17/rome-floyd-county-development-authority-meets-on-tuesday-2/
0.0,fffadcac05,headline_only,Food & Water Watch,The New Coalition Taking on Big Tech’s AI Data Centers,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMifkFVX3lxTE1NTFg0UWtuR3VzRTdwWXBGV04xVzNGcDUySl85czdhWU90dmFCT0VDaEc2bjVPNTVkazdjMkFvZlBJYkJlUFE2M3VDcmJZcDlEZllwM212S3BZYlJoMGJpMTc4b3hVamc5S0E2N0dHR1lhOFNlMHNFTkFjWjZ1dw?oc=5
0.0,7a8df2ef4b,headline_only,Futurism,Amazon Investigating Its Own Employees for Daring to Oppose AI Data Center,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMilwFBVV95cUxORUNjMzFEUlA3YU9OWmxvemtSWnpNZVg5ZnluWEpWQ3JsVzJqeUM4SFhuWXJZN3pzUnhMNVk0SDN0R0ZKV193VF9ZZ1I0anRkT3ZiQmlZR1pmanh6aU1vYUZzMWVTTU90dFZWYUNqNUlXdjNVd2xOVWFaUWdmTlc4UG9tQUhRT2hUTEpuMTVidXFZdXdrLXdn?oc=5
0.0,328ce6dcf4,headline_only,GazetteXtra,"In Rock County, data center opposition is growing, becoming more organized",,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi6wFBVV95cUxQak5nOTlnbUtoc2dISS11TUFxTHBSckJCMGVpMy1tT2I2WVF0OFpFQW1xa0RJdEZOOEViTjg2U3dQNTNQckJrV3l0LUpsb0lvSkZiZFFsbGt5NkJMYng3OGxfeFRzS2otbVcwNlBsV3hBTFo2bFF4a1BrTXl1Q1NsbjFOMDdkYTQ0NmJwMFNJTTRLWVA3OHBmWnpVQ2pCTEtuVEM4bVhoRFo1dUJ3bERiZFIwWW1iMVI4SWFGZG1ZcjhMMDBvTENYSE5fbV8zc2prSDNUQzNzQTZFYXRDQ1d6R3lrNEFMb2RYS3Yw?oc=5
0.0,f73645438a,headline_only,GeekWire,Data center resistance comes home to Seattle as council considers a one-year freeze,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMitAFBVV95cUxQV0cxN2lscnBkWlVLdnRGZnVJOTRwNDdUNTJyV01USmRpQ2M5bkI5ZmlnTzVEN0FIRmpOd3EyWWRTRm5ZaDVDYk5vRmxYQmNhOUxMaVdFdHZOMWdSNEc4YVdtY2RPalRsZmxMaHlnTkNqTGN1ZkFrTmpkVkk3bnJObkxkQ19ELVFieWZpT3FHMmxzbl9RclJQY1lZMjJMby0wVnBheGxRV1EwREdtZkM0eFRpZXY?oc=5
0.0,53e1781d61,incomplete,"Goers Howl For Blackwell , Throwing Cash",Nebius Auction,,,,none,none_found,,,not_attempted,no,https://www.forbes.com/sites/johnwerner/2026/08/14/nebius-auction-goers-howl-for-blackwell-throwing-cash/
0.0,0d4b7c20af,headline_only,Governing,A First-of-Its-Kind State Ban Targets Energy-Hungry Data Centers,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQdzVnT2plOG85aUZoUnZHa1Z4YWV5VmZxbVRQc0lVWC03MjhSNFV1WUdHYzAxMXlKQlpfQWdxU24xWVlkNVM4OWgxSWVGZUhEX1VraDBxNVhzaTVnOEg3Q3pYV1FhQ0xfQlJmalU0QUpUR2E1OE1leFdXeEZreGpiNFdQOVdfZFU2bWNlRW9xM2FsQWdLdjVLUXdBZnhRcWtXWG10Uy1VY1I?oc=5
0.0,c8f30ab222,incomplete,Isthmus,Data center prospector could be setting sights on Dane County,,,,none,none_found,,,not_attempted,no,https://isthmus.com/news/news/data-center-prospecting-company-sets-sights-on-dane-county/
0.0,90d3bb5225,headline_only,KXXV,'Shockwaves across the state': Hill County residents continue opposition to proposed data center development,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMihgJBVV95cUxQNktEQ2R5TjkwdjNLNXpPMXVsU3ZrOXIyU1RoZE9NZDhLSkJoWldlcDBQeVBKakNIVnhJOUJSRXhMTDktTlZrM1o4bkJYbk1maWxtMjg3Vnhid1Q0eFJ0ZnVzQXkyUUNHbzlmSWI5blhfNmR4NWlWVk5hdHRTVHQwZXVSQ0FKdGNoTGFja0JLVnN0RnY5Zk5rWjhyZlFnUXdGMmZOaElOZHVrcUd4c2RHNHc3LXFHVW9yeWMwV2tURjVSUVp2eHg2ck5lVE9xT0dhNm55Q0ZQaW1rX0VaTkFLRGlTWExuUG04WHl4d2NIc0p6OHRkVVhUeEt3UWNOWGJ5bzFScVhB?oc=5
0.0,b43dd590cc,incomplete,"Keokuk , Iowa | mississippivalleypublishing . com",Kick Rocks and dont come back | Daily Gate City,,,,none,none_found,,,not_attempted,no,https://www.mississippivalleypublishing.com/daily_gate/daily_gate/kick-rocks-and-don-t-come-back/article_eb40a71d-50d5-47ab-99e7-130aca08692b.html
0.0,c2707b70c8,incomplete,List Editor Choice Awards 2026 : People Shaping the Region,A,,,,none,none_found,,,not_attempted,no,https://www.stlmag.com/a-list/people-shaping-the-region-2026/
0.0,0527c55261,headline_only,Lohud,Push for data center bans mounting after USA TODAY Network exclusive,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOWGQ4TFdVMUJueVJHaVdyWS13NEdlVlY5dW0weFFjWks5UXp6WnZFSVVJN0w0c2htbFdkMV9SYURpMHowc0t5RERIRGRmZnVSVlJCTl9fdmxlS2s1S3FNMnZ0Uy10Y3pBcXVXYmpKT1ZOUmJLVFZnaUp4OHFOQm04Y0kzTnFQdVhGNDhJQ2lJSGEtUTdVSnhMbzY5VGdCTmpkOTRVdjJNczJSYmZjaS1RLUxwcVBrSGMxdDlPU0lleHVyZThmVnJLMGV5d1hUUmE3?oc=5
0.0,eb1c280803,incomplete,Long Grip on the Texas Governorship,"Meet Gina Hinojosa , the Latina Democrat Who Could End Republican Decades",,,,none,none_found,,,not_attempted,no,https://www.latintimes.com/meet-gina-hinojosa-latina-democrat-who-could-end-republicans-decades-long-grip-texas-598520
0.0,bb7aa3f3ad,headline_only,MPR News,Minneapolis data center pause heads back to City Council,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPU0xVNXFaSFhWMG1YX0VQMG1oWnk1NUxNVEhpR3VzdXVEQ1otUkVhLW5FbmxoaVM3dFIwbFRoZl9xRnQ5R3FhZnlnY2F6MHo3YWh5eVY1UkRjNHdUZnU2SVI2YWYwakhIU0FEWUhpYTdkdDhlVV81X3liTGY1djdxeUpPZlAwRk0waklpTEtocWZ1dnJVQjBhRTA5MG92ZjBkemcwQTYxazg0Zw?oc=5
0.0,2e299dcf0e,headline_only,Maryland Daily Record,Data center frustrations cause upheaval in MD primary elections,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMimwFBVV95cUxPOTNISFFBa2JqTGdKSERNUmFzZ0oyWHVkaWNoQ3NUOG9JSW5BVnV4Snkyc3pfeTQ4V2lDSFR5bjhlVW91dTNPS2tINjBKNDRFREhjdmwzakwxTHRsWE1ONmxpZTlaU0w1bkZtYzd0ZTJFQXNxVUY0d1MtQnF6X1ZUTkpWOWJqTUdJLUpPVDRJemFzQTZ2eWVNd3FWNA?oc=5
0.0,5a42752eee,headline_only,Maryland Daily Record,Southern MD county finds itself in the middle of a data center fight,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMihAFBVV95cUxPNG1fYXBUWEZ5NFRBSm5CaFp6YVhxN19XU3NkTWwyZ0tDSUNieDlJXzhvRVlPdi1BLWxoVkVEcHd4cnRWeFgtcVNJYV9oMm1vdXJwRVUxTWw3TGFkY1NZRHVEdGR4Zl9Va0VMMDZYR0FDRW9XRF9IR1BfS0JJQS04T3VsQW0?oc=5
0.0,dd123e59f4,headline_only,Maryland Matters,Data center frustrations cause upheaval in county primary elections,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQRy1Ybnd3Rk9NWF9HMTFhdlgzOG13aFp4NlpHZldLbVE3YVF3dkc5am5wT3F5TDFldVRvaDNjRlpxZi11VllneWYyTGlDSFo3b2U0UDZoMHRWRF9Od0FyMlBuLXJrRVhNZmN6LVdXbEZLTkl4VkpmdVZiRkNJeFJoUHFhenR0SnJrX0V2a2Rabm00NDhoSVFfZDZ3b1h4eFNvUTZuOEt5N09mdU0?oc=5
0.0,e90102c038,headline_only,MassLive,"At Holyoke site, data center developers point out assets",,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOeTBhVVhkMVhjTVdyc1N0eHd0X19tT01FUklxclE0OEgzTnh6WGgxWDZnU3ZWaUxTN1YtblE3TFdTdFNMWUFnUnFaQWNlMkNUeWUxd0RiQlFMRmo0eHg1Wjl3NWxDYUF0a2JfNmpBQkpJMUkyenFQbWZqWVFuR19QdlR4dVdaNXhLa1pBNm5IYWhCVVZhUy1NSzJyWkVZWGJvQmw0QkVDYmo?oc=5
0.0,be6a208521,headline_only,Media Matters for America,"Fox personalities blame “far-left activists” and China for driving data center opposition, ignoring evidence that it is a bipartisan domestic issue",,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMivwFBVV95cUxQTmlQZUt1QVJ4SC1HLUN4YlZNaHF3di1tRnhsaTFhanI2aVYwalRuX2dnSS1kMHNHR1E5a0ZLcDNWOV9YS3dkVjhPdldoTnJVOXd2YUppWl84M1BtWWNXVTZnSEFzNnV5d2JOMFRRcDNzSG0tRjF4blJ6TldzSGVwRUlBRlpZajZZUVNUZHFtbFdGUXFHQ2tpVUVTUW9DcmIzUXJOWFctMVdRLUw1M3piUi1sRUFZZEoyR1dQQkRkcw?oc=5
0.0,d98cc45ac5,headline_only,MultiState,Data Center Labor Standards: Unions Push Back on Moratoriums,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMijgFBVV95cUxNa0ZPYVZYZWVVYWtEdWJLVW5hUjFBLTRpQXpMTGRLYjZOOVZPV0hhdXZZREN6aGhwLXM1bF96RFFmQmxfVy1tcWlYaXB3ajJwOXZXN3hSSV9OcC1jS21oenk1OFZfQWU0SUhHYmY1bUxwTXBVYjRzemZ3Y2VqOXRvVEx0X2NSZldpTmU2Um9B?oc=5
0.0,3d735a0e96,headline_only,MultiState,State Data Center Moratoriums Stall Despite Local Success,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPTWFDTGNLdWJ3U3hPYTRYa2oxbFNCajFPcjZiYk5DTFI4eExMN3dpXzJJc2xIMGd0SEhOSS0xZUltYVVPcDBrc3JLQlBBMWRsMjNnUWFaMnQtMWRnMTQxSUhDY0lSMmdlS2xzOE12cDJiRUZMbF9CYlQ3VXMzSS1vUXVLN2VBNktoM2FrdHYwaVZjZGMyRVNqMFl4ZnVXaXl6bVlQUkUxVEE5QXM?oc=5
0.0,602f974165,headline_only,NJ.com,60+ groups just called on N.J. governor to immediately pause all AI data center projects,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMivwFBVV95cUxPNGxTWnhFRFdNYmIzSHNKcEp5Ni1FaDN6aU9oRC1jdzNLbGZ6MUZhakc0czVKcjFsR3JwSDdUZW83MDdDRk95UE9CeW5mcUt3RDVEMHdkbm14UmcxbjNkYUVuRG44RnlNbGoxZjJsUWdsRkhDb2dlYlAxN2J4bDI2SUJsSUM2WjViNWxFc0J1U2l5MUJFbTg4Q2F6ZTlVYndXbnB6bWRJUGRLMDFNcWo4TUtGYmh4V2hUY2RodmVyMNIB0wFBVV95cUxOU3N1RUR3aDJFczQ0U0pzWVNnOFhDcDZ5V1U2UEw0TUJSMFpzN1B3YVF2c1VRYlFfcTJ3cHFJVlF1ZWV6R0tEVkRnakhRYmlQMkhUMVN2M3ludEh1MW9CNWdVSDhVbzJ3V1NBS1lqTEp0aEVoYkxYVTdKSFQtaENKSUd2aXU2TGVjbmZwTXdyQTRLWWtZbFZ3alBtUU9NazdYUkh4VWplOFA0RTNaNkVadXVvVEIzMWN1Z29FS2x1aXhaVEtLR3Y4VDlhblUyb3ZCdGZr?oc=5
0.0,2f30fda7d3,headline_only,Nashville Banner,Metro Council advances bills related to data centers,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQc3lQTThnemFVRzUtVnhQZDMwUU9yWVUxdm1TRjNMR2FHNVlIV3JMSUt3dm9wZENQSUZSUFpQSV9yYVh2SmtJS2RMQmFaTHpDaHE0VEM5eklmci02dXNDekhHamZYdUJjd2p5OG9rZGRoQ0lXa2M1QWFjaVhmNnNYbTRTTXVUV3RL?oc=5
0.0,1efe21bdd6,headline_only,Nashville Banner,‘Unprecedented’ Crowd Opposes Data Centers at Metro Planning Commission Meeting,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMilAFBVV95cUxQNXgxb0VpU1ZnM0o4TUVlUWdhZHNFNmlHQWFhTUN2cmVxdGUxSXRqUnpkOUhJTGhDTTRISGhRUVExVGFuZk9pNFUzZUMzWkpRQVNSSHU3VHBrbkh4V3NnNDg4TjN3Nl81ZDd1MV8xaHVvZ3o1VDVtaHdtdUNpalJtVEZKenU2SDc4MXBVaWQ4XzRmR0R4?oc=5
0.0,c41962bdc7,headline_only,News Channel 5 Nashville,Metro Council advances data center restrictions as DC BLOX clashes with Nashville leaders,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNbzRubjBlR0w1Mmxmc3gwYVFlTFUzY08xS21mYUpicm9Yckk4bWpiYVBiLVFPd0duUlFmU09rQnZKVnNWVHE3Y0F5b2NCUjhGeElKM2t1R0Y2ZDFVdjNpMDBidm1CZFQ2RS1ueFN1dXRraTEzN3VvUGxPUy1JYVlpLVFUT1JMX1duM2hKeUFaelV4Wi13elBsWU02NWNOU2NBMVBWbFFXc0x4bUVBUmRqNGs1anVHNUZwNHpIS2d5SWd1WHdUV1pTdlFxOUVHSERI?oc=5
0.0,c5dc667682,headline_only,News12 | Long Island,Proposed Ai Data Center In Yaphank Meets Opposition From Residents And Town Leaders,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPVnFFMEo5emhxYmFjcVlaUWlnOXFJR2ZqUWRiMkVfM2xXMF9UbW5XUjJhbUJVdnphNDVnYmI4c2prd0JFa0kteS1PQzRRaldhNjFrM1U1VmtIUkF2dFlOOEEtRWl6NEZBTlZvemgxeFM0QW5DdWdpMl90bmdkTnZwTjM5eUp6M25vNmZhb2dkaTBKQ01sZkdiTWkxX083aVZJTzRKUExhRGRtUk4xbkE4R0M5MnA4dGd6Sm02andKSzlVTXFGOGNMaWtET2RJSWYtNVFZZ084RmNiU3Z2aXRjMg?oc=5
0.0,c06d24f331,headline_only,Newsweek,Map Shows States Where Governor Candidates Support Data Center Moratoriums,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMirAFBVV95cUxNYjhtUmRkV0dqQTVwOG4tVld5M2psMzRtZTlrNGZ1UUZCdVZKejlLblhtclRiRm1hYmtEYXpkdFBkNnl2akZveF9YejU1Z19fb0JvWUx1VUJPbmk3RF9EZ05jbWVDWWlia25ZQVduWGs2WWJvV0dMZGQ1OFd2QnpQYV8td0wzZk1Nc0o0anluaDJnaGtWbE82aTQ5UE9LU1F2VVdPaDRoazJzQjRV?oc=5
0.0,66e994f980,headline_only,Newsweek,Map Shows Where Data Center Bans Could Strike Next,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMijAFBVV95cUxQaEdSUUl0VjhTbEVDSE5keUhlNmtxX0xlWm1uTTRPVmh4dTRHT1Q2R1VYQTVBdFJIbldrQVVtNUxuWnFNbl9CNkVWaDRCbHI5LTJFTmVoYi0wU2xYaE9ISDNPWWJ4djJUdGtXMUxXQ29ObGhGSkFQSWJKa2Q0b05YbUp4X0xiWVdFNGRsMA?oc=5
0.0,cae875bf09,incomplete,Ohio Valley Climate Corner : Root of all evil,Mid,,,,none,none_found,,,not_attempted,no,https://www.newsandsentinel.com/opinion/local-columns/2026/08/mid-ohio-valley-climate-corner-root-of-all-evil/
0.0,cae875bf09,incomplete,Ohio Valley Climate Corner : Root of all evil,Mid,,,,none,none_found,,,not_attempted,no,https://www.newsandsentinel.com/opinion/local-columns/2026/08/mid-ohio-valley-climate-corner-root-of-all-evil/
0.0,cae875bf09,incomplete,Ohio Valley Climate Corner : Root of all evil,Mid,,,,none,none_found,,,not_attempted,no,https://www.newsandsentinel.com/opinion/local-columns/2026/08/mid-ohio-valley-climate-corner-root-of-all-evil/
0.0,cae875bf09,incomplete,Ohio Valley Climate Corner : Root of all evil,Mid,,,,none,none_found,,,not_attempted,no,https://www.newsandsentinel.com/opinion/local-columns/2026/08/mid-ohio-valley-climate-corner-root-of-all-evil/
0.0,cae875bf09,incomplete,Ohio Valley Climate Corner : Root of all evil,Mid,,,,none,none_found,,,not_attempted,no,https://www.newsandsentinel.com/opinion/local-columns/2026/08/mid-ohio-valley-climate-corner-root-of-all-evil/
0.0,cae875bf09,incomplete,Ohio Valley Climate Corner : Root of all evil,Mid,,,,none,none_found,,,not_attempted,no,https://www.newsandsentinel.com/opinion/local-columns/2026/08/mid-ohio-valley-climate-corner-root-of-all-evil/
0.0,d451e56be5,incomplete,Oklahoma Watch,First Watch : Stuff You Should Know,,,,none,none_found,,,not_attempted,no,https://oklahomawatch.org/newsletter/first-watch-stuff-you-should-know-519/
0.0,c724859e41,headline_only,Pennsylvania Capital-Star,Rally attendees criticize Gov. Shapiro for being ‘incredibly cozy’ with data center industry,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOTXVHVFlfQkRVeUJ3SmdTaHF1UzA0bFdnNTVULWdHWHhoZmt4a2FVVjNCVVNPTVFLQ0JtTTlabVpwZ3FRYjFUN2l0UE9xVjJTbHd6aVo4d1NFU045dExBU1hybXlvOFZHSDRVeUZPVFRFdEpCbVY5TUdLcnpGMnJUOUo3a0tudzcwdXhyV1QyYjVxTlhndGxHYWU5bWNMendxQW5Wck5YbC1WSUtKX2hGM1RkMUltdUNqN0o2bF9ZYkgzMW1QVnRycGRFQWxNUHBTYW12YTRDaWRfUQ?oc=5
0.0,bb31d7f65f,headline_only,Planet Detroit,Ypsilanti utility OKs 12-month ban on supplying water for data centers,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMifkFVX3lxTE5mYXF2cXlqZ3Y3SXJ2dmNodzlNMHR6WDZDZEo0YU9VLVRDejVSVjU5RVhmQm50dldGa2RBbGZySmRKczMyaFFjVEtRaEJwSVpqbHI3M0RTRW9jelp3RTg2NWNjM2VpNUR3Tmh5OFhQUGQ0Q2wtMVpQczR2OWxOdw?oc=5
0.0,5c8a1a5ef4,incomplete,Point Texas Data Center Plan,AG Ken Paxton Unveils Four,,,,none,none_found,,,not_attempted,no,https://www.klif.com/2026/08/24/ag-ken-paxton-unveils-four-point-texas-data-center-plan/
0.0,5c8a1a5ef4,incomplete,Point Texas Data Center Plan,AG Ken Paxton Unveils Four,,,,none,none_found,,,not_attempted,no,https://www.klif.com/2026/08/24/ag-ken-paxton-unveils-four-point-texas-data-center-plan/
0.0,dbecb58d86,headline_only,Politico,"A growing political reckoning is coming for data centers, POLITICO Poll shows",,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMikgFBVV95cUxPZFkxcTh4THFHZWlRc0JkdElGc1lPZVo5cXd0UVJjbjlpbmxKbUx3SVd3NHZaQV9Gb0FCZjlOWlUyYXUtMDJqX0gyTmZWc2VTNXRfbUI0R2hldmxXcXJpa0Jlc0dQWklwNGVfbmhRd0NJX3VYdG9zQjA2MGVDb0ZUVjc0cmstNDhmQktpQlpocWg4Zw?oc=5
0.0,2c4c8af287,headline_only,Politico,"Democrats drive voter opposition to data centers, POLITICO Poll finds",,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMikgFBVV95cUxPZFkxcTh4THFHZWlRc0JkdElGc1lPZVo5cXd0UVJjbjlpbmxKbUx3SVd3NHZaQV9Gb0FCZjlOWlUyYXUtMDJqX0gyTmZWc2VTNXRfbUI0R2hldmxXcXJpa0Jlc0dQWklwNGVfbmhRd0NJX3VYdG9zQjA2MGVDb0ZUVjc0cmstNDhmQktpQlpocWg4Zw?oc=5
0.0,c97992a24a,headline_only,Politico,Hochul to approve nation’s first state-level data center pause,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMisAFBVV95cUxOV1FranJoUnB4WUM2NHg0clA3TWVLTC14ZzB2ZnllQ3JncEpsdmZxeV9rY2d6ejZya3FTTmZzNDBVaVVuRVlUWU1NNk1UZm9zNUhIMTh6Vm5qRGVMMmxOM3dwaURfSFV1bjA0YWh2aTBrUEE3MXFiWl90YTYyZS1QdHJGZDlHdWlXZHZSVzdHZkFZRHp6Nlp2UXdQTkhDbkp3OEJTWW9JX2pVWXJsc01XcQ?oc=5
0.0,0dd87f8ad3,headline_only,Politico,Powerful House Republican getting pressure on data centers back home,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiugFBVV95cUxPck5rTjBEZHVEanp4SElBZW0yVWo4RHR3bFBJdmM0b2V6UWE0THFvNnhnVFhXTkVSNTZoa3g4NGZ2bElSN1FMcVFJVXdiT0NISTFpaHZWZV9WR005Um1xdkZCZUJuSGJ1dE84dDVzWjVzekJTamZRRGsyNWg2cHgzMXhXd2hYZmsyNnlrS2dFMG9sM29FWDJJMFcxZFZJT0Y5Unk5ZGZnOXpqalU1ajJRbjRTVDdHcGFQQ3c?oc=5
0.0,9850308bbb,headline_only,Politico,Republicans probe China's influence in data center opposition,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiqgFBVV95cUxONk9kTTVNNDFSaTlqSWFUYWI2UnNrVHU0VnlJOV9GaU1GdHMzNGZHeUJnOVhaRExab0NOaWhyd0NrSHpzTWhFbXdxRDczSGdIT3Ezall5NGNfcW1MZzE0dmJNUFUwRS1iTGVpNk80QkEtdEk4eDJ6T1hKblF6SWlUWkFmSFJaLXdBQzVKcHdyZFU0SXN1b0lnVmFoRXU3UDY2SDZ0VjgxME5mUQ?oc=5
0.0,fb02f80342,headline_only,Politico,Unions flex muscle as states weigh data center rules,,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMirgFBVV95cUxNdXRERF9HNmVNXzJBLUZOdGZXU1hTbDZFMTRaY3BYSWo0a2p5bloybzlUVzVLZHNrYjRYdHdUeG8xbDZHRXM1X3NFSTZ4WHpSLVhUT1R2ZjVTd29TeTZTQjhvOVJhMml5WHJoMnFXR1RtamdHWEF1eUFVNlBERjh4ZmtmOGxxRUl2WS1XRWVuT2RZbGNJeVlpb01PSHhRR0tFcEg3eHNOQy1KVEdLZkE?oc=5
